trace_nb;log2(key_rank);correct_bytes
1250;77.148976;1
1300;77.84158914;1
1350;77.49835654;1
1400;76.05206832;1
1450;76.19906209;1
1500;75.5180387;2
1550;76.14821878;2
1600;74.11112069;1
1650;72.29961479;2
1700;70.87500614;2
1750;71.13001525;1
1800;73.04862536;1
1850;72.51737804;1
1900;72.09654047;2
1950;70.87003514;2
2000;68.58700939;2
2100;65.12145764;1
2200;62.63122163;1
2300;61.99996213;1
2400;61.88160708;1
2500;62.92611776;1
2600;62.57930297;1
2700;61.05641508;1
2800;60.72598045;1
2900;58.86142553;1
3000;57.02632834;1
3100;56.44295506;0
3200;56.80031931;0
3300;57.69913879;1
3400;55.09611169;0
3500;55.93214718;0
3600;54.65444987;0
3700;54.19299961;1
3800;54.59162306;0
3900;54.49585722;1
4000;54.77957975;2
4100;53.33575847;2
4200;54.33308935;2
4300;53.33117593;2
4400;52.54699386;2
4500;52.2004657;2
4600;52.12066822;2
4700;52.43255912;1
4800;50.64599068;2
4900;51.36572537;1
5000;50.50556256;1
5100;51.49601786;0
5200;50.05923629;0
5300;50.77365131;0
5400;49.20455291;0
5500;50.03896957;0
5600;50.27736314;0
5700;48.82841802;0
5800;47.01259826;0
5900;49.10854865;0
6000;47.46362077;0
6100;48.91050242;0
6200;48.07423642;1
6300;47.52825306;0
6400;46.8931057;1
6500;47.04506814;1
6600;47.9710021;0
6700;48.31699404;0
6800;48.00861056;1
6900;48.80600642;0
7000;48.21927019;2
7100;47.14233507;2
7200;47.55537573;2
7300;48.1115588;2
7400;47.063131;2
7500;47.46594165;2
7600;48.54327784;1
7700;48.2287558;2
7800;48.0838089;3
7900;47.63131182;2
8000;46.65076411;2
8100;46.30479086;3
8200;45.34725083;3
8300;44.42352352;3
8400;43.68442585;3
8500;43.36985198;3
8600;43.41895199;2
8700;42.81683573;3
8800;42.52004725;1
8900;43.18555875;2
9000;42.73276666;1
9100;42.85514557;3
9200;42.12435867;3
9300;41.95712061;4
9400;41.52601193;3
9500;41.93466609;3
9600;40.94000771;3
9700;41.09033339;3
9800;41.7832574;2
9900;42.20073121;3
10000;40.57773241;3
10100;40.35073427;3
10200;41.59493268;3
10300;41.85281679;2
10400;41.94663437;2
10500;41.15080226;2
10600;41.07959779;2
10700;38.80126379;2
10800;38.60286229;2
10900;38.96990407;3
11000;38.78970633;3
11100;38.70490029;3
11200;37.46526734;3
11300;38.17497756;3
11400;38.02079628;2
11500;39.64648321;1
11600;38.16467332;1
11700;38.64437475;1
11800;39.42549212;1
11900;40.05849659;1
12000;38.19063208;1
12100;40.21595537;1
12200;39.227632;1
12300;39.00802822;1
12400;38.52193408;1
12500;39.07684188;2
12600;38.03856071;2
12700;38.06917262;2
12800;38.208212;3
12900;38.48994108;1
13000;38.27709015;2
13100;38.24086217;2
13200;38.19576044;2
13300;37.61170411;2
13400;37.32392095;1
13500;36.56601429;2
13600;36.52118767;2
13700;36.470577;2
13800;36.81013261;2
13900;36.81803302;3
14000;36.44571624;3
14100;37.20232838;3
14200;37.80983477;3
14300;36.63831941;3
14400;38.2300659;3
14500;37.38873865;3
14600;38.05537671;2
14700;37.40930089;4
14800;37.55292671;3
14900;36.16830508;3
15000;36.2986773;3
15100;35.92249821;3
15200;35.51845503;4
15300;35.71830205;4
15400;36.38107043;4
15500;35.15807505;4
15600;35.65507809;4
15700;35.13473469;4
15800;35.85148569;3
15900;35.25908219;3
