trace_nb;log2(key_rank);correct_bytes
900;68.17268689;2
925;69.87863513;3
950;68.37925048;3
975;69.49782881;2
1000;68.4497224;2
1050;70.17087633;2
1100;67.42512582;2
1150;65.20317163;3
1200;64.18095208;3
1250;66.62101182;2
1300;64.74305512;3
1350;62.71331799;3
1400;61.17727699;3
1450;60.1415914;2
1500;59.85419754;2
1550;59.40288453;2
1600;59.80443956;2
1650;58.6175225;2
1700;57.44907896;2
1750;57.84717402;2
1800;58.62320422;2
1850;57.88097585;2
1900;57.1482879;2
1950;57.2232146;2
2000;55.07740062;2
2100;51.58778406;2
2200;50.37866996;3
2300;50.20587385;2
2400;50.6554309;1
2500;51.22199262;3
2600;49.98732049;2
2700;50.99382609;2
2800;48.59115947;2
2900;47.88206389;2
3000;46.49082813;4
3100;45.46034829;4
3200;46.76220853;4
3300;48.82630871;3
3400;46.09539211;3
3500;45.38773223;2
3600;45.27493963;3
3700;44.31533957;3
3800;44.49956361;3
3900;44.99779697;3
4000;45.0944405;3
4100;44.40175452;2
4200;44.31535263;3
4300;44.29897361;3
4400;44.03994787;4
4500;42.65469966;4
4600;42.33205777;4
4700;42.22562088;3
4800;41.1384406;3
4900;39.78387082;3
5000;40.32124961;3
5100;41.63124831;3
5200;42.32281121;3
5300;41.51758665;3
5400;41.08240216;3
5500;41.1839221;3
5600;41.1789367;3
5700;40.25233414;3
5800;38.74496745;5
5900;38.62071699;3
6000;38.89294689;4
6100;39.03156944;2
6200;38.72856476;2
6300;38.02050102;3
6400;37.69098011;5
6500;38.02589731;3
6600;38.56731736;3
6700;38.93773237;2
6800;39.09920624;2
6900;39.30016861;3
7000;38.71629237;2
7100;38.5337789;3
7200;38.5553624;2
7300;39.26955963;3
7400;39.72978787;2
7500;39.27920331;2
7600;39.31990407;2
7700;39.87470318;3
7800;39.16107032;2
7900;38.95173238;2
8000;38.61173395;3
8100;38.51345483;3
8200;38.28800368;3
8300;37.63537867;3
8400;37.9126749;3
8500;38.165333;3
8600;37.48502306;3
8700;37.53569656;3
8800;36.89369437;2
8900;36.82179729;2
9000;37.34681574;2
9100;37.58150958;3
9200;36.78580111;4
9300;36.35810247;4
9400;36.32477692;4
9500;36.57004369;4
9600;35.86293656;3
9700;36.15254423;3
9800;36.39633741;3
9900;36.25051941;2
10000;35.79368802;2
10100;36.0129619;2
10200;36.82963006;2
10300;37.23354581;2
10400;37.21300957;2
10500;37.45798238;3
10600;36.93756473;3
10700;35.71723734;3
10800;34.57246142;3
10900;35.44580714;4
11000;35.02062414;3
11100;35.11246041;4
11200;34.52400813;4
11300;33.89814162;4
11400;34.2463225;4
11500;33.56357454;4
11600;33.74155639;4
11700;33.43544515;4
11800;33.56599832;4
11900;33.60468977;4
12000;33.87159821;3
12100;33.53286983;3
12200;33.58279551;3
12300;33.33611498;3
12400;34.04665237;4
12500;33.71553084;4
12600;33.37971757;5
12700;32.70393109;5
12800;33.07290408;4
12900;33.59163969;3
13000;34.19643895;4
13100;34.50993866;4
13200;34.12332124;4
13300;34.03745188;5
13400;33.23630517;5
13500;32.86441108;5
13600;32.42793925;5
13700;32.90330569;4
13800;33.52803466;4
13900;33.06698394;4
14000;33.19149424;4
14100;33.25242921;4
14200;34.10366934;4
14300;34.48345755;4
14400;34.49877704;4
14500;33.85964598;5
14600;34.67059302;5
14700;34.28606209;5
14800;34.52517038;4
14900;34.20779372;4
15000;33.56824199;4
15100;33.5990963;4
15200;33.36890899;4
15300;32.77911128;4
15400;33.12099905;4
15500;33.17912197;4
15600;33.20239651;4
15700;32.51863589;4
15800;33.20755693;5
15900;32.38442419;5
