trace_nb;log2(key_rank);correct_bytes
600;68.19160018;3
625;67.68872643;2
650;67.33741783;2
675;67.6304693;3
700;65.45317059;3
725;60.98574188;4
750;58.1493079;5
775;58.83052292;4
800;56.60587981;4
825;55.12815552;4
850;57.27723177;4
875;57.20476255;3
900;57.82989879;3
925;57.96052248;3
950;59.33797378;4
975;59.81715142;3
1000;60.14575515;3
1050;59.69792102;3
1100;57.58014768;4
1150;56.69805759;3
1200;56.0053165;3
1250;58.38745767;2
1300;58.85786548;3
1350;56.29953392;3
1400;52.65078945;3
1450;51.87440718;2
1500;51.6137024;2
1550;52.32471818;2
1600;52.07790157;2
1650;50.23935327;3
1700;50.22132688;3
1750;50.67477193;2
1800;51.87507703;2
1850;50.47898379;2
1900;49.58804639;2
1950;48.85282036;1
2000;48.08672467;1
2100;48.3382716;1
2200;48.52335773;1
2300;46.89322594;1
2400;45.63308835;1
2500;46.23967785;3
2600;44.75672053;2
2700;43.24715158;1
2800;44.0130458;2
2900;41.95998656;4
3000;40.7105013;3
3100;39.82786305;3
3200;40.63558684;3
3300;41.4464644;4
3400;38.84144935;5
3500;38.78910014;4
3600;39.07062937;4
3700;38.32229425;4
3800;38.03363632;4
3900;38.46990621;4
4000;38.5351203;3
4100;38.86952397;3
4200;38.13258947;4
4300;36.52766074;4
4400;36.22635033;5
4500;35.61728304;6
4600;33.91963271;7
4700;34.39479918;7
4800;34.34284448;6
4900;32.86249785;6
5000;32.77687712;7
5100;32.47589506;4
5200;32.57769351;6
5300;32.23448202;5
5400;30.28283714;5
5500;30.97967147;6
5600;32.36424804;5
5700;31.25058096;4
5800;31.16821146;6
5900;30.98521225;4
6000;30.31735102;5
6100;30.59499628;7
6200;31.84870019;6
6300;31.10127162;7
6400;31.98865461;6
6500;32.29841772;6
6600;32.51010386;5
6700;32.33890106;6
6800;33.70910584;6
6900;34.54609971;5
7000;34.08606996;4
7100;35.00154203;3
7200;34.42215394;3
7300;34.38226672;3
7400;33.92719055;2
7500;33.97134667;3
7600;34.21613759;4
7700;32.45775074;5
7800;33.12058161;3
7900;32.51501356;4
8000;32.53910473;3
8100;32.18056174;7
8200;31.81695583;7
8300;31.72912065;6
8400;31.50648642;6
8500;30.64036797;6
8600;29.99801929;4
8700;30.45963035;5
8800;29.51575214;5
8900;28.96396245;5
9000;28.31206809;6
9100;29.36277815;5
9200;29.88901979;5
9300;28.63322093;4
9400;28.26348709;3
9500;29.0523719;4
9600;28.44052018;4
9700;28.93695096;3
9800;28.3450957;4
9900;29.23405551;4
10000;29.53239996;5
10100;29.68362829;4
10200;30.65887528;3
10300;31.19281868;3
10400;31.09962989;3
10500;30.91046655;3
10600;30.5853276;4
10700;30.3006992;5
10800;30.120791;6
10900;30.48651533;6
11000;30.26622493;5
11100;30.24399877;4
11200;30.09216725;6
11300;30.38720425;4
11400;30.21719666;6
11500;29.6916199;6
11600;29.13912048;6
11700;28.99858724;7
11800;28.70780855;7
11900;29.10850678;7
12000;29.99765944;8
12100;30.22510929;8
12200;29.48784214;7
12300;29.78043032;7
12400;28.95014918;8
12500;29.07227916;7
12600;27.9059467;7
12700;29.02640215;6
12800;29.18961834;7
12900;29.95003094;7
13000;29.90141754;4
13100;30.6290991;6
13200;30.92574758;5
13300;29.82125736;4
13400;30.69684454;4
13500;30.68777092;4
13600;30.75843461;6
13700;30.82943137;5
13800;30.6133441;5
13900;30.18641337;4
14000;29.82571179;5
14100;30.24120628;5
14200;30.6196069;5
14300;31.46709718;5
14400;31.76536571;5
14500;31.91793524;5
14600;32.11416583;5
14700;31.90357243;6
14800;32.46311329;5
14900;32.79686195;5
15000;32.2106771;5
15100;32.80930286;4
15200;33.33147459;4
15300;32.73747779;4
15400;32.83143274;4
15500;32.49220677;4
15600;32.53285972;4
15700;32.57662697;4
15800;32.83767631;5
15900;32.03005477;5
