trace_nb;correct_bytes;log2(key_rank)
10;1;112.6641637
30;1;123.0679469
50;0;123.2043193
70;0;124.1046133
90;0;121.5968441
110;0;118.1940079
130;0;114.2138953
150;0;110.8613993
170;0;107.2003745
190;0;106.1535739
210;1;104.8168769
230;1;102.9550994
250;1;100.4658023
270;1;98.79823458
290;0;94.69824177
310;1;91.22692827
330;2;88.85298831
350;2;86.89843255
370;2;83.65863797
390;2;82.17872851
410;2;80.6366111
430;2;79.43273344
450;2;77.98635514
470;2;77.19609785
490;2;75.48285655
510;2;72.55629699
530;2;69.57340462
550;2;68.35551881
570;2;67.11540232
590;2;65.0271853
610;2;63.9001626
630;2;61.74754206
650;2;61.10476542
670;3;59.17042258
690;3;59.57543858
710;3;58.57663396
730;3;57.38016425
750;3;56.4042694
770;3;54.9274654
790;3;55.45167764
810;3;54.91452405
830;3;53.18261742
850;3;50.63682745
870;4;49.27312287
890;4;48.78461509
910;4;47.47267595
930;4;47.03916937
950;4;47.07539984
970;4;46.21851364
990;4;45.40852935
1000;4;46.30878896
1050;4;44.54398253
1100;4;44.27892393
1150;4;42.16476097
1200;4;41.75615324
1250;4;41.66998171
1300;4;40.9621077
1350;4;39.67690045
1400;4;40.10041503
1450;4;39.54402689
1500;4;40.81315364
1550;4;40.72632284
1600;3;40.90024578
1650;3;39.95312192
1700;3;40.36631245
1750;3;40.05809438
1800;3;39.40225159
1850;2;39.44267469
1900;2;38.88543331
1950;2;38.61947634
