trace_nb;log2(key_rank);correct_bytes;pge_median
10;97.4383452;2;26
135;70.83122024;1;8
260;68.53785244;1;9
385;67.51746128;0;10
510;65.35221142;0;8
635;65.46819283;0;9
760;65.53710798;0;8
885;64.77158224;0;8
1000;64.48289721;0;9
1250;65.61238029;0;9
1500;64.93325421;0;9
1750;64.30889159;0;8
2000;64.28704534;0;9
2250;64.08543756;0;9
2500;63.95101415;0;7
2750;63.70046502;0;6
3000;63.38084273;0;5
3250;63.75751584;0;6
3500;63.59805586;0;7
3750;63.58210852;0;7
4000;63.3583646;1;6
4250;63.64730161;0;7
4500;63.73518276;0;8
4750;63.90552032;0;9
5000;63.81211502;0;9
5250;63.93803683;0;7
5500;63.92980652;0;8
5750;63.88771024;1;8
6000;63.90462556;1;8
6250;63.85521976;0;8
6500;63.85979724;0;8
6750;63.44045122;0;8
7000;63.38485275;1;8
7250;63.74611621;0;8
7500;63.59923636;0;8
7750;63.57254132;1;8
8000;63.64093864;2;9
8250;63.21060625;1;9
8500;63.72307977;2;9
8750;63.69716051;2;10
9000;63.81741412;2;9
9250;63.24940771;2;9
9500;63.81167532;1;9
9750;63.76499586;2;10
10000;63.77914801;2;10
10500;63.7095134;1;9
11000;63.50802419;1;9
11500;63.55800916;1;8
12000;63.5726675;1;9
12500;63.40022699;1;8
13000;62.77535953;1;7
13500;63.02143803;2;8
14000;63.45990875;2;9
14500;63.43897957;2;7
15000;63.26506761;1;8
15500;63.08761859;1;8
16000;63.06286968;1;7
16500;63.30986363;1;7
17000;62.5478888;2;6
17500;62.74528018;2;6
18000;63.24605943;2;6
18500;61.43278907;2;5
19000;62.05774758;2;4
19500;61.43368294;2;4
20000;60.74538858;2;5
