trace_nb;correct_bytes;log2(key_rank)
10;0;127.9937252
35;0;127.7429238
60;0;127.5970896
85;0;127.3969495
110;0;127.1902028
135;0;126.9609545
160;0;125.6701405
185;0;124.3912821
210;0;125.4189696
235;0;124.4641733
260;0;121.7408579
285;0;121.8963144
310;0;120.7264041
335;0;120.9983254
360;0;120.1589867
385;0;119.8970948
410;0;116.2488985
435;1;117.3115001
460;0;116.1449543
485;0;115.4425196
510;0;116.7153274
535;0;115.4587301
560;0;115.5367617
585;0;116.2737381
610;0;116.0865859
635;0;116.0779687
660;0;115.5453233
685;0;115.4724204
710;0;117.0280495
735;1;117.0865913
760;0;117.3258019
785;0;115.9020107
810;1;116.188667
835;0;116.1518189
860;0;116.6540542
885;0;116.2123369
910;0;116.4667154
935;0;115.960959
960;0;115.0827219
985;0;115.2513502
1000;0;114.8046515
1100;0;110.5980245
1200;0;110.3614577
1300;0;109.7362487
1400;0;110.6693264
1500;0;106.7985765
1600;0;105.2072627
1700;0;106.2557411
1800;0;103.1291982
1900;0;103.3499171
2000;0;103.2596495
2100;0;102.1634146
2200;0;103.4485969
2300;1;102.0533888
2400;1;101.8073402
2500;0;99.84233805
2600;1;100.3787216
2700;0;98.86861693
2800;0;98.91392996
2900;1;97.33649319
3000;0;97.28617904
3300;0;97.45475712
3600;0;94.78088792
3900;1;94.15090113
4200;1;93.03499278
4500;1;93.99068931
4800;1;92.76682142
5100;1;92.44864669
5400;2;90.8619104
5700;3;90.74294995
6000;2;89.20516215
6300;2;89.12174123
6600;1;89.91397189
6900;2;87.45739126
7200;3;85.25447904
7500;3;86.59366488
7800;3;87.09360007
8100;3;85.43867741
8400;3;83.86039473
8700;3;84.11273641
9000;3;83.76960526
9300;3;82.7387562
9600;3;84.21385705
9900;2;84.55694143
10200;2;84.31597401
10500;2;83.76533789
10800;3;82.88078006
11100;3;82.77832643
11400;3;81.36778378
11700;3;80.55153145
12000;3;80.43312922
12300;3;80.77101088
12600;2;80.73340311
12900;2;79.16431123
13200;2;79.94100599
13500;2;78.48639012
13800;2;79.15302193
14100;2;79.38291042
14400;2;79.27374103
14700;2;80.30029857
15000;2;80.52592781
15300;3;80.60313581
15600;3;81.01321851
15900;1;80.89359784
