trace_nb;log2(key_rank);correct_bytes;pge_median
10;115.1301721;0;49
50;93.83717627;1;14
90;89.89659733;0;17
130;90.62623451;1;20
170;87.01225984;1;19
210;82.91038735;1;15
250;81.79327601;1;14
290;80.55033764;1;9
330;81.44772477;1;12
370;82.09102741;0;10
410;81.67474508;0;10
450;81.58149391;0;9
490;80.45175125;0;9
530;79.83677187;1;9
570;78.40784971;1;8
610;78.30080705;1;9
650;78.03122143;1;7
690;78.02644504;0;7
730;76.90962116;0;8
770;78.03986155;0;9
810;76.9125327;1;8
850;78.34414613;1;9
890;78.68940554;0;11
930;79.05686779;0;10
970;79.60448181;0;9
1010;79.69828804;0;10
1050;79.81938216;0;11
1090;78.54411589;0;12
1130;77.79170563;0;10
1170;77.20951169;1;9
1210;77.72681847;0;10
1250;77.44454554;0;9
1290;77.79455767;1;10
1330;76.91628334;1;9
1370;75.40368131;1;9
1410;76.71578687;1;10
1450;76.69179673;1;11
1490;75.64674551;1;11
1530;75.55320149;1;10
1570;75.5841389;1;8
1610;76.43342406;1;9
1650;76.71549853;1;10
1690;76.14818937;1;10
1730;75.67129169;1;11
1770;74.50801168;1;10
1810;73.84047951;1;9
1850;72.9546882;1;9
1890;72.45946363;1;8
1930;72.79317483;1;9
1970;71.89205834;1;8
2010;71.92763375;1;9
2050;72.0743048;1;11
2090;72.4537093;1;9
2130;70.96295393;1;8
2170;71.19023778;1;9
2210;70.95912412;1;10
2250;70.95795926;0;10
2290;70.36589165;0;9
2330;69.76363923;0;7
2370;69.88570423;0;10
2410;70.38396585;0;8
2450;70.3042255;0;8
2490;70.15737214;0;7
2530;69.68492956;0;7
2570;68.99188131;0;7
2610;68.57890792;0;7
2650;68.70019977;0;7
2690;69.70289848;0;7
2730;68.98869874;0;7
2770;68.98623965;0;7
2810;68.98941103;0;7
2850;68.77433632;0;7
2890;68.23008432;0;7
2930;68.24229658;0;7
2970;68.59963701;0;7
3010;68.19015253;0;8
3050;68.28764178;0;8
3090;67.29995066;0;7
3130;67.69224112;0;8
3170;68.33972863;0;8
3210;68.57628028;0;8
3250;67.99191649;0;8
3290;68.10102149;0;8
3330;67.69541255;0;8
3370;68.06316303;0;8
3410;67.667056;0;8
3450;67.59331994;0;8
3490;66.95780451;0;7
3530;66.63887941;0;7
3570;67.39337017;0;7
3610;66.82937693;0;7
3650;71.78351319;0;9
3690;70.91788572;0;9
3730;71.06172862;0;9
3770;70.96744727;0;8
3810;71.04399099;0;8
3850;71.05092926;0;9
3890;70.98906237;0;10
3930;71.09565232;0;9
3970;70.75892407;0;9
4010;70.68383951;0;8
4050;70.82036361;0;8
4090;70.79423298;0;8
4130;70.90181737;0;8
4170;71.19805322;0;9
4210;71.08233493;0;8
4250;71.2871923;0;9
4290;70.91362667;0;9
4330;71.48542404;0;8
4370;71.39717994;0;8
4410;71.22866356;0;9
4450;71.11248891;0;9
4490;70.96679533;0;9
4530;71.02581065;0;8
4570;70.59022379;0;8
4610;70.44315187;1;8
4650;70.66429078;0;8
4690;70.33605604;0;9
4730;70.58390902;0;8
4770;70.43691095;1;8
4810;70.78191032;1;8
4850;70.1297527;1;9
4890;70.28104158;1;8
